collection_date,collection_time,from_station_id,from_station_name,to_station_id,to_station_name,departure_date,arrival_date,departure_time,arrival_time,departure_timestamp,arrival_timestamp,duration_minutes,duration_str,transfers,departure_delay,arrival_delay,travel_delay,departure_platform,arrival_platform,capacity1st,capacity2nd,products,section_1_category,section_1_number,section_1_operator,section_1_from_id,section_1_from_name,section_1_departure_time,section_1_departure_timestamp,section_1_departure_delay,section_1_departure_platform,section_1_to_id,section_1_to_name,section_1_arrival_time,section_1_arrival_timestamp,section_1_arrival_delay,section_1_arrival_platform,section_1_delay_change,section_2_category,section_2_number,section_2_operator,section_2_from_id,section_2_from_name,section_2_departure_time,section_2_departure_timestamp,section_2_departure_delay,section_2_departure_platform,section_2_to_id,section_2_to_name,section_2_arrival_time,section_2_arrival_timestamp,section_2_arrival_delay,section_2_arrival_platform,section_2_delay_change,section_3_category,section_3_number,section_3_operator,section_3_from_id,section_3_from_name,section_3_departure_time,section_3_departure_timestamp,section_3_departure_delay,section_3_departure_platform,section_3_to_id,section_3_to_name,section_3_arrival_time,section_3_arrival_timestamp,section_3_arrival_delay,section_3_arrival_platform,section_3_delay_change,section_4_category,section_4_number,section_4_operator,section_4_from_id,section_4_from_name,section_4_departure_time,section_4_departure_timestamp,section_4_departure_delay,section_4_departure_platform,section_4_to_id,section_4_to_name,section_4_arrival_time,section_4_arrival_timestamp,section_4_arrival_delay,section_4_arrival_platform,section_4_delay_change,section_5_category,section_5_number,section_5_operator,section_5_from_id,section_5_from_name,section_5_departure_time,section_5_departure_timestamp,section_5_departure_delay,section_5_departure_platform,section_5_to_id,section_5_to_name,section_5_arrival_time,section_5_arrival_timestamp,section_5_arrival_delay,section_5_arrival_platform,section_5_delay_change,section_6_category,section_6_number,section_6_operator,section_6_from_id,section_6_from_name,section_6_departure_time,section_6_departure_timestamp,section_6_departure_delay,section_6_departure_platform,section_6_to_id,section_6_to_name,section_6_arrival_time,section_6_arrival_timestamp,section_6_arrival_delay,section_6_arrival_platform,section_6_delay_change,journey_added_delay
2025-04-06,17:52:56,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,15:32:00,18:30:00,15:32:00,18:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,15:32:00,15:32:00,0,32,8501008,Genève,18:30:00,18:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:56,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,16:04:00,18:58:00,16:04:00,18:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,16:04:00,16:04:00,0,32,8501118,Renens VD,18:18:00,18:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,18:23:00,18:23:00,0.0,2.0,8501008.0,Genève,18:58:00,18:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:56,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,16:32:00,19:30:00,16:32:00,19:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,16:32:00,16:32:00,0,32,8501008,Genève,19:30:00,19:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:56,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,17:04:00,19:58:00,17:04:00,19:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,17:04:00,17:04:00,0,32,8501118,Renens VD,19:18:00,19:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,19:23:00,19:23:00,0.0,2.0,8501008.0,Genève,19:58:00,19:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:56,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,17:32:00,20:35:00,17:32:00,20:35:00,183,00d03:03:00,0,0,0,0,12,3,,,IC,IC,906,SBB,8503000,Zürich HB,17:32:00,17:32:00,0,12,8501008,Genève,20:35:00,20:35:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:56,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,18:04:00,20:58:00,18:04:00,20:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,18:04:00,18:04:00,0,32,8501118,Renens VD,20:18:00,20:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,20:23:00,20:23:00,0.0,2.0,8501008.0,Genève,20:58:00,20:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:56,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,18:32:00,21:30:00,18:32:00,21:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,18:32:00,18:32:00,0,32,8501008,Genève,21:30:00,21:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:59,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,16:04:00,18:58:00,16:04:00,18:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,16:04:00,16:04:00,0,32,8501118,Renens VD,18:18:00,18:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,18:23:00,18:23:00,0.0,2.0,8501008.0,Genève,18:58:00,18:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:59,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,16:32:00,19:30:00,16:32:00,19:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,16:32:00,16:32:00,0,32,8501008,Genève,19:30:00,19:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:59,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,17:04:00,19:58:00,17:04:00,19:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,17:04:00,17:04:00,0,32,8501118,Renens VD,19:18:00,19:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,19:23:00,19:23:00,0.0,2.0,8501008.0,Genève,19:58:00,19:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:59,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,17:32:00,20:35:00,17:32:00,20:35:00,183,00d03:03:00,0,0,0,0,12,3,,,IC,IC,906,SBB,8503000,Zürich HB,17:32:00,17:32:00,0,12,8501008,Genève,20:35:00,20:35:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:59,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,18:04:00,20:58:00,18:04:00,20:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,18:04:00,18:04:00,0,32,8501118,Renens VD,20:18:00,20:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,20:23:00,20:23:00,0.0,2.0,8501008.0,Genève,20:58:00,20:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:59,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,18:32:00,21:30:00,18:32:00,21:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,18:32:00,18:32:00,0,32,8501008,Genève,21:30:00,21:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:59,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,19:04:00,21:58:00,19:04:00,21:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,19:04:00,19:04:00,0,32,8501118,Renens VD,21:18:00,21:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,21:23:00,21:23:00,0.0,2.0,8501008.0,Genève,21:58:00,21:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:59,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,19:32:00,22:51:00,19:32:00,22:51:00,199,00d03:19:00,1,0,0,0,12,2,,,"IC, RE",IC,908,SBB,8503000,Zürich HB,19:32:00,19:32:00,0,12,8501120,Lausanne,21:43:00,21:43:00,0,4,0,RE,33.0,SBB,8501120.0,Lausanne,22:00:00,22:00:00,0.0,8.0,8501008.0,Genève,22:51:00,22:51:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:59,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,20:04:00,22:58:00,20:04:00,22:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,20:04:00,20:04:00,0,32,8501118,Renens VD,22:18:00,22:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,22:23:00,22:23:00,0.0,2.0,8501008.0,Genève,22:58:00,22:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:52:59,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,20:32:00,23:30:00,20:32:00,23:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,20:32:00,20:32:00,0,32,8501008,Genève,23:30:00,23:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:02,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,18:04:00,20:58:00,18:04:00,20:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,18:04:00,18:04:00,0,32,8501118,Renens VD,20:18:00,20:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,20:23:00,20:23:00,0.0,2.0,8501008.0,Genève,20:58:00,20:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:02,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,18:32:00,21:30:00,18:32:00,21:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,18:32:00,18:32:00,0,32,8501008,Genève,21:30:00,21:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:02,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,19:04:00,21:58:00,19:04:00,21:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,19:04:00,19:04:00,0,32,8501118,Renens VD,21:18:00,21:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,21:23:00,21:23:00,0.0,2.0,8501008.0,Genève,21:58:00,21:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:02,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,19:32:00,22:51:00,19:32:00,22:51:00,199,00d03:19:00,1,0,0,0,12,2,,,"IC, RE",IC,908,SBB,8503000,Zürich HB,19:32:00,19:32:00,0,12,8501120,Lausanne,21:43:00,21:43:00,0,4,0,RE,33.0,SBB,8501120.0,Lausanne,22:00:00,22:00:00,0.0,8.0,8501008.0,Genève,22:51:00,22:51:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:02,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,20:04:00,22:58:00,20:04:00,22:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,20:04:00,20:04:00,0,32,8501118,Renens VD,22:18:00,22:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,22:23:00,22:23:00,0.0,2.0,8501008.0,Genève,22:58:00,22:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:02,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,20:32:00,23:30:00,20:32:00,23:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,20:32:00,20:32:00,0,32,8501008,Genève,23:30:00,23:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:02,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-02,21:04:00,00:00:00,21:04:00,00:00:00,176,00d02:56:00,1,0,0,0,32,3,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,21:04:00,21:04:00,0,32,8501118,Renens VD,23:18:00,23:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,23:23:00,23:23:00,0.0,2.0,8501008.0,Genève,00:00:00,00:00:00,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:02,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-02,21:30:00,00:51:00,21:30:00,00:51:00,201,00d03:21:00,1,0,0,0,15,3,,,"IC, RE",IC,5,SBB,8503000,Zürich HB,21:30:00,21:30:00,0,15,8501118,Renens VD,23:48:00,23:48:00,0,4,0,RE,33.0,SBB,8501118.0,Renens VD,00:05:00,00:05:00,0.0,2.0,8501008.0,Genève,00:51:00,00:51:00,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:02,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-02,22:04:00,01:02:00,22:04:00,01:02:00,178,00d02:58:00,1,0,0,0,16,3,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,22:04:00,22:04:00,0,16,8501118,Renens VD,00:18:00,00:18:00,0,4,0,IR,1840.0,SBB,8501118.0,Renens VD,00:23:00,00:23:00,0.0,2.0,8501008.0,Genève,01:02:00,01:02:00,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:02,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-02,23:04:00,02:41:00,23:04:00,02:41:00,217,00d03:37:00,1,0,0,0,15,3,,,"IC, RE",IC,5,SBB,8503000,Zürich HB,23:04:00,23:04:00,0,15,8501120,Lausanne,01:29:00,01:29:00,0,1,0,RE,33.0,SBB,8501120.0,Lausanne,01:50:00,01:50:00,0.0,6.0,8501008.0,Genève,02:41:00,02:41:00,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:05,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,20:04:00,22:58:00,20:04:00,22:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,20:04:00,20:04:00,0,32,8501118,Renens VD,22:18:00,22:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,22:23:00,22:23:00,0.0,2.0,8501008.0,Genève,22:58:00,22:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:05,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-01,20:32:00,23:30:00,20:32:00,23:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,20:32:00,20:32:00,0,32,8501008,Genève,23:30:00,23:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:05,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-02,21:04:00,00:00:00,21:04:00,00:00:00,176,00d02:56:00,1,0,0,0,32,3,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,21:04:00,21:04:00,0,32,8501118,Renens VD,23:18:00,23:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,23:23:00,23:23:00,0.0,2.0,8501008.0,Genève,00:00:00,00:00:00,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:05,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-02,21:30:00,00:51:00,21:30:00,00:51:00,201,00d03:21:00,1,0,0,0,15,3,,,"IC, RE",IC,5,SBB,8503000,Zürich HB,21:30:00,21:30:00,0,15,8501118,Renens VD,23:48:00,23:48:00,0,4,0,RE,33.0,SBB,8501118.0,Renens VD,00:05:00,00:05:00,0.0,2.0,8501008.0,Genève,00:51:00,00:51:00,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:05,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-02,22:04:00,01:02:00,22:04:00,01:02:00,178,00d02:58:00,1,0,0,0,16,3,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,22:04:00,22:04:00,0,16,8501118,Renens VD,00:18:00,00:18:00,0,4,0,IR,1840.0,SBB,8501118.0,Renens VD,00:23:00,00:23:00,0.0,2.0,8501008.0,Genève,01:02:00,01:02:00,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:05,8503000,Zürich HB,8501008,Genève,2025-02-01,2025-02-02,23:04:00,02:41:00,23:04:00,02:41:00,217,00d03:37:00,1,0,0,0,15,3,,,"IC, RE",IC,5,SBB,8503000,Zürich HB,23:04:00,23:04:00,0,15,8501120,Lausanne,01:29:00,01:29:00,0,1,0,RE,33.0,SBB,8501120.0,Lausanne,01:50:00,01:50:00,0.0,6.0,8501008.0,Genève,02:41:00,02:41:00,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:05,8503000,Zürich HB,8501008,Genève,2025-02-02,2025-02-02,01:02:00,05:41:00,01:02:00,05:41:00,279,00d04:39:00,5,0,0,0,15,3,,,"IC, BN, SN, RE",IC,8,SBB,8503000,Zürich HB,01:02:00,01:02:00,0,15,8507000,Bern,02:04:00,02:04:00,0,9,0,,,,8507000.0,Bern,02:04:00,02:04:00,0.0,,8576646.0,"Bern, Bahnhof",02:10:00,02:10:00,0.0,,0.0,BN,N17,TPF Auto,8576646.0,"Bern, Bahnhof",02:15:00,02:15:00,0.0,G,8504881.0,"Fribourg/Freiburg, gare rout.",03:10:00,03:10:00,0.0,25.0,0.0,,,,8504881.0,"Fribourg/Freiburg, gare rout.",03:10:00,03:10:00,0.0,,8504100.0,Fribourg/Freiburg,03:13:00,03:13:00,0.0,,0.0,SN,13846.0,SBB,8504100.0,Fribourg/Freiburg,03:56:00,03:56:00,0.0,5.0,8501120.0,Lausanne,04:45:00,04:45:00,0.0,70.0,0.0,RE,33.0,SBB,8501120.0,Lausanne,04:50:00,04:50:00,0.0,8.0,8501008.0,Genève,05:41:00,05:41:00,0.0,3.0,0.0,0
2025-04-06,17:53:05,8503000,Zürich HB,8501008,Genève,2025-02-02,2025-02-02,01:08:00,07:30:00,01:08:00,07:30:00,382,00d06:22:00,4,0,0,0,13,2,,,"IR, S, RE, IC, IC",IR,37,SBB,8503000,Zürich HB,01:08:00,01:08:00,0,13,8500010,Basel SBB,02:14:00,02:14:00,0,5,0,S,3.0,SBB,8500010.0,Basel SBB,03:45:00,03:45:00,0.0,5.0,8500109.0,Delémont,04:24:00,04:24:00,0.0,2.0,0.0,RE,56,SBB,8500109.0,Delémont,05:10:00,05:10:00,0.0,2,8504300.0,Biel/Bienne,05:41:00,05:41:00,0.0,4.0,0.0,IC,5.0,SBB,8504300.0,Biel/Bienne,05:48:00,05:48:00,0.0,5.0,8501118.0,Renens VD,06:48:00,06:48:00,0.0,4.0,0.0,IC,1.0,SBB,8501118.0,Renens VD,06:53:00,06:53:00,0.0,2.0,8501008.0,Genève,07:30:00,07:30:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:05,8503000,Zürich HB,8501008,Genève,2025-02-02,2025-02-02,05:19:00,08:30:00,05:19:00,08:30:00,191,00d03:11:00,0,0,0,0,11,2,,,IC,IC,1,SBB,8503000,Zürich HB,05:19:00,05:19:00,0,11,8501008,Genève,08:30:00,08:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-04-06,17:53:05,8503000,Zürich HB,8501008,Genève,2025-02-02,2025-02-02,06:04:00,08:58:00,06:04:00,08:58:00,174,00d02:54:00,1,0,0,0,13,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,06:04:00,06:04:00,0,13,8501118,Renens VD,08:18:00,08:18:00,0,4,0,IR,90.0,SBB,8501118.0,Renens VD,08:23:00,08:23:00,0.0,2.0,8501008.0,Genève,08:58:00,08:58:00,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
